,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
184,No,Female,0,Yes,Yes,54,Month-to-month,Yes,Electronic check,86.2,4524.05,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
185,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
186,No,Male,0,No,No,5,Month-to-month,Yes,Credit card (automatic),63.95,318.1,Yes,No,DSL,No,No,Yes,Yes,Yes,No
187,No,Male,0,No,No,19,One year,Yes,Bank transfer (automatic),65.35,1231.85,Yes,No,DSL,No,Yes,No,Yes,No,Yes
188,No,Male,0,Yes,Yes,52,Two year,No,Mailed check,50.2,2554,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No
189,No,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
190,No,Male,0,No,No,32,Two year,Yes,Bank transfer (automatic),20.05,614.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
191,Yes,Female,0,Yes,No,8,Month-to-month,No,Electronic check,101.15,842.9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
192,No,Male,0,No,No,41,One year,No,Mailed check,65.0,2531.8,Yes,Yes,DSL,No,No,Yes,No,No,Yes
193,No,Male,0,No,No,5,Month-to-month,Yes,Mailed check,19.25,86.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
194,No,Female,0,No,Yes,11,One year,Yes,Mailed check,36.05,402.6,No,No phone service,DSL,Yes,No,No,Yes,No,No
195,Yes,Male,0,No,No,5,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
196,No,Female,0,No,No,16,One year,No,Mailed check,19.05,326.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
197,No,Male,1,No,No,71,One year,No,Bank transfer (automatic),105.75,7382.85,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
198,No,Female,0,No,No,11,One year,Yes,Credit card (automatic),40.4,422.6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
199,Yes,Female,0,Yes,Yes,61,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
200,No,Female,0,Yes,No,71,One year,Yes,Bank transfer (automatic),84.8,6046.1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
201,No,Male,0,No,No,9,Month-to-month,No,Mailed check,19.85,178.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
202,No,Female,0,No,No,6,Month-to-month,Yes,Electronic check,49.45,314.6,Yes,No,DSL,Yes,No,No,No,No,No
203,Yes,Female,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
204,No,Female,0,No,No,6,Month-to-month,No,Mailed check,55.15,322.9,Yes,No,DSL,Yes,Yes,No,No,No,No
205,No,Male,0,No,No,11,Month-to-month,No,Electronic check,84.8,888.75,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
206,Yes,Male,0,Yes,No,1,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,No,Fiber optic,No,No,No,No,Yes,No
207,No,Female,0,Yes,No,49,Two year,Yes,Bank transfer (automatic),20.15,973.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
208,No,Female,0,Yes,Yes,3,Month-to-month,Yes,Credit card (automatic),58.7,168.6,Yes,No,DSL,No,Yes,No,No,Yes,No
209,No,Female,0,No,No,53,Two year,No,Mailed check,99.5,5424.25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
210,Yes,Male,0,Yes,Yes,23,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
211,Yes,Male,0,No,No,2,Month-to-month,No,Electronic check,45.35,89.5,Yes,No,DSL,No,No,No,No,No,No
212,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,No,DSL,Yes,No,No,No,No,No
213,No,Male,0,No,Yes,3,Two year,Yes,Mailed check,26.4,121.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
214,Yes,Female,1,Yes,No,68,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
215,Yes,Male,0,No,No,8,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
216,No,Female,0,Yes,No,70,One year,Yes,Electronic check,97.65,6982.5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
217,No,Male,0,Yes,Yes,39,One year,No,Electronic check,100.0,3835.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
218,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,No,Fiber optic,No,No,No,No,No,No
219,,Female,0,Yes,Yes,51,Two year,No,Bank transfer (automatic),34.2,1782,No,No phone service,DSL,Yes,No,No,Yes,No,No
220,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
221,No,Male,0,Yes,No,60,One year,No,Bank transfer (automatic),102.5,6157.6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
222,Yes,Female,0,Yes,No,5,Month-to-month,No,Electronic check,69.95,330.15,Yes,No,Fiber optic,No,No,No,No,No,No
223,Yes,Male,1,No,No,3,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
224,No,Female,0,Yes,No,55,One year,Yes,Credit card (automatic),66.05,3462.1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
225,No,Male,0,No,No,72,Two year,Yes,Credit card (automatic),61.2,4390.25,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
226,No,Male,1,Yes,No,72,Two year,No,Bank transfer (automatic),74.4,5360.75,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
227,Yes,Female,0,No,No,41,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
228,No,Male,0,No,No,60,Two year,No,Bank transfer (automatic),39.6,2424.5,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
229,Yes,Female,0,No,No,6,Month-to-month,No,Electronic check,89.3,577.6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
230,No,Female,0,Yes,No,46,Two year,Yes,Credit card (automatic),108.9,4854.3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
231,No,Female,0,No,No,15,Month-to-month,No,Mailed check,19.9,320.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
232,Yes,Female,0,Yes,No,58,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
233,No,Male,0,Yes,Yes,23,Two year,No,Credit card (automatic),19.6,426.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
234,Yes,Female,1,Yes,Yes,31,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
235,No,Male,0,Yes,No,11,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,Yes,No,DSL,No,No,No,No,No,No
236,No,Female,1,No,No,56,Two year,Yes,Bank transfer (automatic),99.9,5706.3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
237,No,Female,0,No,Yes,25,Month-to-month,No,Credit card (automatic),20.05,471.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
238,No,Female,0,No,No,68,Two year,No,Credit card (automatic),64.35,4539.6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
239,No,Female,0,No,No,40,Two year,No,Credit card (automatic),19.65,830.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
240,Yes,Male,0,No,No,36,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
241,Yes,Male,0,No,No,32,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
242,No,Male,0,Yes,Yes,71,Two year,No,Bank transfer (automatic),86.85,6263.8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
243,No,Male,0,Yes,No,17,Month-to-month,Yes,Electronic check,102.55,1742.5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
244,No,Male,0,Yes,No,18,Month-to-month,No,Electronic check,78.2,1468.75,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
245,No,Female,0,No,No,37,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
246,No,Male,0,No,No,2,Month-to-month,No,Mailed check,19.35,46.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
247,No,Female,0,Yes,Yes,28,One year,Yes,Bank transfer (automatic),70.4,1992.2,Yes,No,Fiber optic,No,No,No,No,No,No
248,No,Male,0,No,No,9,One year,No,Mailed check,39.55,373,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
249,No,Female,0,No,No,1,Month-to-month,No,Electronic check,50.15,50.15,Yes,No,DSL,Yes,No,No,No,No,No
250,No,Male,0,Yes,No,65,Two year,Yes,Credit card (automatic),20.4,1414.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
251,No,Female,0,No,No,3,Month-to-month,No,Electronic check,44.6,122.7,Yes,No,DSL,No,No,No,No,No,No
252,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,34.7,34.7,No,No phone service,DSL,No,No,No,No,Yes,No
253,No,Male,0,Yes,No,36,Month-to-month,Yes,Electronic check,93.6,3366.05,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
254,Yes,Male,0,No,No,23,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
255,No,Male,0,Yes,Yes,22,Month-to-month,Yes,Mailed check,57.95,1271.8,Yes,No,DSL,Yes,Yes,No,Yes,No,No
256,No,Female,0,Yes,No,72,Two year,No,Credit card (automatic),112.1,7965.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
257,Yes,Female,0,Yes,Yes,17,Month-to-month,No,Electronic check,88.25,1460.65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
258,Yes,Female,0,No,No,3,Month-to-month,No,Electronic check,85.8,272.2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes
259,Yes,Male,0,Yes,No,58,One year,No,Credit card (automatic),60.3,3563.8,Yes,No,DSL,Yes,Yes,Yes,No,No,No
260,No,Male,0,Yes,Yes,67,Two year,No,Credit card (automatic),81.35,5398.6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
261,No,Male,1,No,No,34,One year,Yes,Electronic check,99.85,3343.15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
262,No,Male,0,No,No,10,Month-to-month,No,Credit card (automatic),20.0,198.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
263,No,Female,0,No,No,69,Two year,Yes,Credit card (automatic),85.35,5897.4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
264,No,Male,0,No,No,40,One year,No,Credit card (automatic),62.05,2511.55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
265,No,Male,0,No,No,20,Month-to-month,No,Credit card (automatic),64.4,1398.6,Yes,No,DSL,Yes,No,Yes,No,No,Yes
266,No,Female,0,Yes,Yes,46,Two year,No,Mailed check,19.4,967.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
267,Yes,Female,0,Yes,No,2,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,No,Fiber optic,Yes,No,No,No,No,No
268,Yes,Female,1,Yes,No,1,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,No,Fiber optic,No,No,No,No,No,No
269,No,Female,0,Yes,No,72,Two year,Yes,Credit card (automatic),105.0,7589.8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
270,No,Male,0,Yes,Yes,70,Two year,No,Credit card (automatic),25.15,1790.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
271,No,Female,0,No,No,2,Month-to-month,No,Mailed check,19.3,44.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
272,No,Male,0,No,Yes,23,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,Yes,No,DSL,No,Yes,No,Yes,No,No
273,No,Male,0,Yes,No,36,Month-to-month,Yes,Electronic check,95.4,3474.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
274,Yes,Male,1,Yes,No,59,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
275,No,Male,0,No,No,67,Two year,No,Bank transfer (automatic),20.5,1430.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
276,No,Male,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),105.55,7542.25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
277,Yes,Female,0,No,No,37,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
278,No,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),24.45,1709.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
279,No,Male,0,Yes,No,72,Two year,No,Credit card (automatic),19.7,1421.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
280,Yes,Male,0,No,No,3,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,Yes,Fiber optic,No,No,No,No,No,No
281,Yes,Female,1,Yes,No,54,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
282,Yes,Male,0,Yes,No,60,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
283,No,Female,0,Yes,No,58,One year,Yes,Credit card (automatic),110.65,6526.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
284,No,Female,0,Yes,No,31,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
285,No,Female,0,No,No,3,Month-to-month,Yes,Electronic check,60.25,170.5,Yes,Yes,DSL,No,No,No,No,Yes,No
286,No,Male,0,No,No,55,Two year,Yes,Electronic check,59.2,3175.85,Yes,No,DSL,Yes,No,Yes,Yes,No,No
287,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,44.4,44.4,Yes,No,DSL,No,No,No,No,No,No
288,No,Male,0,Yes,No,49,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
289,Yes,Male,0,No,Yes,8,Month-to-month,No,Mailed check,25.5,215.2,No,No phone service,DSL,No,No,No,No,No,No
290,No,Female,1,No,No,39,Month-to-month,Yes,Electronic check,99.75,4036,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
291,No,Male,0,Yes,No,66,Two year,Yes,Credit card (automatic),66.1,4428.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
292,No,Female,0,Yes,Yes,15,One year,No,Mailed check,20.55,295.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
293,No,Female,0,Yes,No,51,One year,Yes,Electronic check,98.85,4947.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
294,No,Male,1,No,No,9,Month-to-month,No,Mailed check,49.2,447.9,Yes,No,DSL,No,No,No,Yes,No,No
295,Yes,Female,0,No,No,1,Month-to-month,No,Mailed check,20.9,20.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
296,No,Male,0,No,No,25,One year,Yes,Bank transfer (automatic),19.5,516.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
297,No,Male,0,Yes,No,22,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
298,No,Male,0,No,No,15,Month-to-month,Yes,Electronic check,49.0,749.25,Yes,Yes,DSL,No,No,No,No,No,No
299,Yes,Female,0,Yes,Yes,28,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
300,No,Male,0,No,No,3,Month-to-month,No,Mailed check,90.7,237.65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
301,No,Female,0,Yes,No,47,Month-to-month,Yes,Electronic check,100.5,4707.1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
302,No,Female,0,No,No,67,Two year,Yes,Mailed check,85.25,5714.2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
303,No,Female,1,No,No,18,Month-to-month,Yes,Electronic check,74.7,1294.6,Yes,No,Fiber optic,No,Yes,No,No,No,No
304,No,Male,0,Yes,No,62,Two year,Yes,Credit card (automatic),60.15,3753.2,Yes,No,DSL,No,Yes,Yes,Yes,No,No
305,No,Female,0,No,No,41,One year,Yes,Electronic check,80.55,3263.9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
306,No,Female,0,No,No,44,Month-to-month,Yes,Mailed check,50.15,2139.1,Yes,Yes,DSL,No,No,No,No,No,No
307,No,Female,0,No,No,53,One year,Yes,Credit card (automatic),94.45,5042.75,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
308,No,Male,0,Yes,No,48,Two year,Yes,Mailed check,20.05,1036,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
309,No,Female,1,Yes,No,54,One year,Yes,Bank transfer (automatic),115.6,6431.05,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
310,Yes,Female,0,Yes,No,48,Month-to-month,Yes,Bank transfer (automatic),45.3,2145,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
311,No,Male,0,No,No,24,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
312,,Male,1,Yes,No,27,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
313,No,Male,0,No,No,33,Two year,No,Bank transfer (automatic),80.6,2651.1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
314,No,Male,0,Yes,No,66,Two year,No,Electronic check,85.25,5538.35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
315,No,Female,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,69.55,200.2,Yes,No,Fiber optic,No,No,No,No,No,No
316,No,Female,0,No,No,13,Two year,No,Mailed check,35.4,450.4,No,No phone service,DSL,No,No,Yes,Yes,No,No
317,No,Male,0,Yes,Yes,63,Two year,No,Credit card (automatic),83.5,5435,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
318,Yes,Female,0,Yes,Yes,23,Month-to-month,No,Electronic check,83.8,1900.25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
319,No,Male,0,No,Yes,52,Two year,No,Credit card (automatic),25.6,1334.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
320,No,Male,0,No,No,3,Month-to-month,Yes,Credit card (automatic),20.75,67.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
321,No,Male,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,Yes,No,DSL,No,No,No,No,No,Yes
322,No,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),20.1,1460.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
323,No,Male,0,No,No,29,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
324,No,Female,1,Yes,No,62,One year,Yes,Electronic check,104.85,6312.9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
325,Yes,Male,0,Yes,No,41,One year,Yes,Electronic check,73.0,3001.2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
326,Yes,Male,0,No,No,43,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
327,No,Female,0,No,Yes,26,Two year,Yes,Electronic check,105.45,2715.3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
328,No,Female,0,Yes,No,19,Month-to-month,Yes,Electronic check,96.8,1743.05,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
329,No,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),24.25,1784.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
330,No,Female,1,No,No,45,One year,Yes,Bank transfer (automatic),102.15,4735.35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
331,No,Male,0,No,No,32,One year,Yes,Bank transfer (automatic),64.85,2010.95,Yes,No,DSL,No,No,No,No,Yes,Yes
332,No,Male,0,No,No,41,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
333,No,Male,0,Yes,Yes,65,Two year,No,Credit card (automatic),24.75,1715.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
334,Yes,Male,0,Yes,No,55,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
335,No,Male,0,Yes,Yes,11,Two year,No,Mailed check,19.65,225.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
336,No,Female,0,No,No,49,Two year,Yes,Bank transfer (automatic),74.45,3721.9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
337,No,Male,0,Yes,No,61,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
338,No,Male,0,Yes,Yes,25,Month-to-month,Yes,Mailed check,19.15,477.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
339,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,No,Fiber optic,No,No,No,No,No,No
340,No,Female,0,No,Yes,23,One year,Yes,Electronic check,49.45,1119.35,Yes,No,DSL,No,No,No,Yes,No,No
341,No,Male,0,No,No,21,Month-to-month,Yes,Electronic check,73.7,1558.7,Yes,Yes,Fiber optic,No,No,No,No,No,No
342,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,No,Fiber optic,No,No,No,No,No,Yes
343,Yes,Male,1,Yes,No,5,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
344,No,Male,0,Yes,No,24,One year,No,Bank transfer (automatic),74.4,1712.9,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
